dataset,classifier,accuracy,accuracy error,time,time error
wn-noun-dependencies-random-100,conesvm,0.72649294245385454,0.0037278672048212374,8830.3638071999994,70.037973571707013
wn-noun-dependencies-100,conesvm,0.79348534201954402,0.0049079011809829856,9207.4337780000005,121.44991008335315
